SongID,Lyrics
s1011,"

扬起了灰尘 回忆里一场梦

那照片里的人 瞳孔曾住著我

阖上了过往 梦境活成河流

已滋润了身旁 真实中的脉搏

生命来到窗前 不吭一声 拎走了我们

谁为情所困 谁为爱牺牲 谁比谁深刻

当时奋不顾身伸出我的手

看见了轮廓就当作宇宙

甜美的习惯变成生活 才了解了什麼

如今故事发展成就一个我

学会了生活能享受寂寞

剧烈的语言变成温柔 又带来了什麼

若是不曾走过 怎麼懂

翻飞了往事 有时灼伤眼眸

那伤人的台词 现在听来轻松

平息了心思 有时一笑而过

我此刻的样子 见风仍然是风

生命吹过面前 不吭一声 划成了掌纹

挥霍了缘分 看透了景色 我懂得深刻

当时奋不顾身伸出我的手

看见了轮廓就当作宇宙

甜美的习惯变成生活 才了解了什麼

如今故事发展成就一个我

学会了生活能享受寂寞

剧烈的语言变成温柔 又带来了什麼

若是不曾走过 怎麼懂

当时奋不顾身伸出我的手

看见了轮廓就当作宇宙

甜美的习惯变成生活 才了解了什麼

如今故事发展成就一个我

学会了生活能享受寂寞

剧烈的语言变成温柔 又带来了什麼

若是不曾走过 怎麼懂

"
s1012,"





把所有的好的坏的

变成我的

心里的苦就算不记得

都化作这

目光吟唱成一首歌


流进诗里的嘈嘈水声

敲进我心门

拥抱了所有的恨

滋养了干涸

相信我能是你的


那张悲伤的脸庞


辣的像一记耳光


别怕去幻想

想我内心躲避惯的渴望


两串脚印的走廊


调味的像颗糖


往前去张望

望我内心夾岸

群花盛放

我被写在你的眼睛里眨呀


是一阵魔术

把所有的好的坏的

变成我的

心里的苦就算不记得

都化作这

目光吟唱成一首歌


流进诗里的嘈嘈水声


拥抱了所有的恨

滋养了干涸

相信我能是你的


那张悲伤的脸庞


辣的像一记耳光


别怕去幻想

想我内心躲避惯的渴望


两串脚印的走廊


调味的像颗糖


往前去张望

望我内心夾岸群花盛放

我被写在你的眼睛里眨呀


那张悲伤的脸庞


辣的像一记耳光


别怕去幻想

想我内心躲避惯的渴望


两串脚印的走廊


调味的像颗糖


往前去张望

望我内心夾岸群花盛放

我被写在你的眼睛里

眨呀


唱呀


爱呀

"
s1013,"


Everybody in the club go to work

I'm gonna rock to the beat till it hurt

I get on the floor

Then you get on the floor

If he keeps on the floor

Then she'll keeps on the floor

If I get on the floor

Then you get on the floor

If he keeps on the floor

Everybody on the floor

Hold up Imma keep it going

Hold up Imma keep it going

Imma keep it keep it keep it going

Hold up Imma keep it going

I can be freak

I can I can be freak

I can I can be freak

I can I can freak every day

I can be freak

I can I can be freak

I can I can be freak

I can I can freak every day

Don't you wish your girlfriend was raw like me

Don't you wish your girlfriend was fun like me

Deep in the discoteka

These beats can make you wetta

I have the sex you want

I have the sex to flaunt

Bass down low

Bass bass bass down low

I like my beats fast and my bass down low

Drop it

That's right I switch beat the drum

That's right I switch beat the drum

You rock the party rock the party come on

I get on the floor

Then you get on the floor

If he keeps on the floor

Then she'll keeps on the floor

If I get on the floor

Then you get on the floor

If he keeps on the floor

Everybody on the floor

"
s1014,"


没有不会谢的花

没有不会退的浪

没有不会暗的光

你在烦恼什么吗

没有不会淡的疤

没有不会好的伤

没有不会停下来的绝望

你在忧郁什么啊

时间从来不回答

生命从来不喧哗

就算只有片刻我也不害怕

是片刻组成永恒哪

没有不会谢的花

没有不会退的浪

没有不会暗的光

你在烦恼什么吗

没有不会淡的疤

没有不会好的伤

没有不会停下来的绝望

你在忧郁什么啊

时间从来不回答

生命从来不喧哗

就算只有片刻我也不害怕

是片刻组成永恒哪

时间从来不回答

生命从来不喧哗

就算只有片刻我也不害怕

片刻组成永恒哪

就算只有片刻我也不害怕

片刻组成永恒哪

"
s1015,"




他用他遗忘的本能

走了那么远

一直到今天

你还为他纪念

你用慢半拍的脚步

走得那么累

一直到今天

他都没有察觉

心疼你

不懂告别

让过往

不断上演

记忆的上空

倔强地盘旋着那一天

下雨的夜晚

你的心

整个都摔碎了

让雨水

静静掩护你的眼泪

我不会问

不会说你

太傻了一点

湿透了

我会在这里陪着你

像一个演员

把悲伤当作是排练

白天被驯服

夜晚却更剧烈

像一片落叶

坠落前枯黄的纷飞

情绪越沉重

就越贴近地面

心疼你

不肯停歇

离不开 固执欲绝

谎言容易懂

真相却总难以去面对

下雨的夜晚

你的心

整个都摔碎了

让雨水

静静掩护你的眼泪

我不会问

不会说你

太傻了一点

湿透了

我会在这里

放晴的夜晚

你的心

终于悄悄睡了

让月光

静静蒸发你的眼泪

谁都别问

都别劝你要聪明一点

雨停了

我还在这里

受伤了

谁都会哭泣

哭完了

别否定过去

快乐的 美好的

都还在这里

等着你

"
s1016,"





女：你的眼睛蓝色的一面海

总是太安静像是会有暴风雨

呼唤一个夏季

也许那天都逝去

海面闪着泪像梦境

男：你的眼睛闪烁的一面海

平静地叹息洒了一片碎玻璃

穿过一座岛屿

也许那天都死去

女：都死去


累不累

男：作一场冒险的表演

走过千秋万岁寂寞的云烟

下雨天没有


男：拍一张分别的纪念

努力远走高飞失眠的海面

地平线彩虹


男：其实从头到尾

谁又得到了水仙

女：其实从头到尾走了


让海水都没去

你我的脸闭上眼

女：回到原点

男：回到原点

女：一个语言


女：作一场冒险的表演

男：冒险的表演

女：走过千秋万岁

寂寞的云烟

下雨天没有地点可以搁浅

拍一张分别的纪念

努力远走高飞失眠的海面

地平线彩虹消失在


"
s1017,"


I get on the floor

Then you get on the floor

If he keeps on the floor

Then she'll keeps on the floor

If I get on the floor

Then you get on the floor

If he keeps on the floor

Everybody on the floor

Hold up Imma keep it going

Hold up Imma keep it going

Imma keep it keep it keep it going

Hold up Imma keep it going

I can be freak

I can I can be freak

I can I can be freak

I can I can freak every day

I can be freak

I can I can be freak

I can I can be freak

I can I can freak every day

Don't you wish your girlfriend was raw like me

Don't you wish your girlfriend was fun like me

Deep in the discoteka

I can be freak

I can I can be freak

I can I can be freak

I can I can freak every day

I can be freak

I can I can be freak

I can I can be freak

I can I can freak every day

Don't you wish your girlfriend was raw like me

Don't you wish your girlfriend was fun like me

Deep in the discoteka

I can be freak

I can I can be freak

I can I can be freak

I can I can freak every day

I can be freak

I can I can be freak

I can I can be freak

I can I can freak every day

Don't you wish your girlfriend was raw like me

Don't you wish your girlfriend was fun like me

Deep in the discoteka

"
s1018,"
词:吴青峰

曲:吴青峰

天上风筝在天上飞

地上人儿在地上追

你若担心你不能飞

你有我的蝴蝶

天上风筝在天上飞

地上人儿在地上追

我若担心我不能飞

我有你的草原

你形容我是这个世界上

无与伦比的美丽

我知道你才是这世界上

无与伦比的美丽

天上风筝在天上飞

地上人儿在地上追

你若担心你不能飞

你有我的蝴蝶

你形容我是这个世界上

无与伦比的美丽

我知道你才是这世界上

无与伦比的美丽

你知道当你需要个夏天

我会拼了命努力

我知道你会做我的掩护

当我是个逃兵

你形容我是这个世界上

无与伦比的美丽

我知道你才是这世界上

无与伦比的美丽

天上风筝在天上飞

地上人儿在地上追

你若担心你不能飞

你有我的蝴蝶

我若担心我不能飞

我有你的草原

"
s1019,"这是一首简单的小情歌 唱着人们心肠的曲折

我想我很快乐 当有你的温热 脚边的空气转了

这是一首简单的小情歌 唱着我们心头的白鸽

我想我很适合 当一个歌颂者 青春在风中飘着

你知道 就算大雨让这座城市颠倒 我会给你怀抱

受不了看见你背影来到 写下我度秒如年难捱的离骚

就算整个世界被寂寞绑票 我也不会奔跑

逃不了最后谁也都苍老 写下我时间和琴声交错的城堡

这是一首简单的小情歌 唱着我们心头的白鸽

我想我很适合 当一个歌颂者 青春在风中飘着

你知道 就算大雨让这座城市颠倒 我会给你怀抱

受不了看见你背影来到 写下我度秒如年难捱的离骚

就算整个世界被寂寞绑票 我也不会奔跑

逃不了最后谁也都苍老 写下我时间和琴声交错的城堡

你知道 就算大雨让这座城市颠倒 我会给你怀抱

受不了看见你背影来到 写下我度秒如年难捱的离骚

就算整个世界被寂寞绑票 我也不会奔跑

最后谁也都苍老 写下我时间和琴声交错的城堡

"
s1020,"

我们都曾有过 风雨过后的沉重

形同陌路的口 但心却还流通

当我们一起走过 正是伤痛的时候

包着碎裂的心 继续下一个梦

也知道 我们并不会退缩

狂奔的念头 不曾停止温柔

一直到 将来我们都成熟

就不再困惑 生命有多少过错

我 在旷野漂流

漂流的尽头

就是你爱的宽容

你 眼底的温柔

也为我保留

心的寄托

我们都曾有过 风雨过后的沉重

形同陌路的口 但心却还流通

当我们一起走过 正是伤痛的时候

包着碎裂的心 继续下一个梦

一直到 将来我们都成熟

就不再困惑 生命有多少过错

我 在旷野漂流

漂流的尽头

就是你爱的宽容

你 眼底的温柔

也为我保留

心的寄托

过去种种抵挡我的手 掌握

不管那有多困难重重

你慈悲的手中 有心的窗口

这就是包容 这就是宽容

我 在旷野漂流

漂流的尽头

就是你爱的宽容

你 眼底的温柔

也为我保留

心的寄托

有多少苦痛有你和我一起度过 一起承受

有多少快乐有你和我一起享受 一起感动

"
s1021,"


远方 闪着微光

孤独暗自生长

花香 被雪品尝

你的荣光降下风霜

梦中 是谁在歌颂

滚滚红尘情有独钟

最后的目送

前路珍重珍重

心房 有扇新窗

有张温柔脸庞

倔强 幢幢围墙

卑微时你没离场

千言 万语在心中

喉咙胸口涌动彩虹

离人在梦中

厮守每个寒冬

就算我坠落 比尘埃更微弱

被夜色分割 再被绝望撕扯

就让我等着 悲伤逆流成河

天地枯萎 生死相随

有你在我就不退

你说就想这样活

我们存在就是首歌

相爱又离合 再抵死也值得

"
s1022,"




心疼的玫瑰半夜还开着

找不到匆匆掉落的花蕊

回到现场却已来不及

等待任何回音都不可得

微弱的风筝冬天里飘着

回不去手中缠线的那个

没有蓝天又何必去飞

怎么适合

黑色笑靥掉了雪白眼泪掉了

该出现的所有表情瞬间掉了

瞳孔没有颜色结了冰的长河

回忆是最可怕的敌人

故事情节掉了主角对白掉了

该属于剧中的对角戏也掉了

胸口没有快乐断了翅的白鸽

不枯萎的借口全掉了

曾经唱过的歌分享过的笑声

在心中不断拉扯

想念不能承认偷偷擦去泪痕

冬天过了还是会很冷yeah

黑色笑靥掉了雪白眼泪掉了

该出现的所有表情瞬间掉了

瞳孔没有颜色结了冰的长河

回忆是最可怕的敌人

故事情节掉了主角对白掉了

该属于剧中的对角戏也掉了

胸口没有快乐断了翅的白鸽

不枯萎的借口全掉了

"
s1023,"




如果没有遇见你

我将会是在哪里

日子过得怎么样

人生是否要珍惜

也许认识某一人

过着平凡的日子

不知道会不会

也有爱情甜如蜜

任时光 匆匆流去

我只在乎你

心甘情愿感染你的气息

人生几何 能够得到知己

失去生命的力量也不可惜

所以我求求你

别让我离开你

除了你 我不能感到一丝丝情意

任时光 匆匆流去 我只在乎你

心甘情愿感染你的气息

人生几何 能够得到知己

失去生命的力量也不可惜

所以我求求你

别让我离开你

除了你 我不能感到一丝丝情意

任时光 匆匆流去 我只在乎你

心甘情愿感染你的气息

人生几何 能够得到知己

失去生命的力量也不可惜

所以我求求你

别让我离开你

除了你 我不能感到一丝丝情意

任时光 匆匆流去 我只在乎你

心甘情愿感染你的气息

人生几何 能够得到知己

失去生命的力量也不可惜

所以我求求你

别让我离开你

除了你 我不能感到一丝丝情意

"
s1024,"

扬起了灰尘 回忆里一场梦

那照片里的人 瞳孔曾住著我

阖上了过往 梦境活成河流

已滋润了身旁 真实中的脉搏

生命来到窗前 不吭一声 拎走了我们

谁为情所困 谁为爱牺牲 谁比谁深刻

当时奋不顾身伸出我的手

看见了轮廓就当作宇宙

甜美的习惯变成生活 才了解了什麼

如今故事发展成就一个我

学会了生活能享受寂寞

剧烈的语言变成温柔 又带来了什麼

若是不曾走过 怎麼懂

翻飞了往事 有时灼伤眼眸

那伤人的台词 现在听来轻松

平息了心思 有时一笑而过

我此刻的样子 见风仍然是风

生命吹过面前 不吭一声 划成了掌纹

挥霍了缘分 看透了景色 我懂得深刻

当时奋不顾身伸出我的手

看见了轮廓就当作宇宙

甜美的习惯变成生活 才了解了什麼

如今故事发展成就一个我

学会了生活能享受寂寞

剧烈的语言变成温柔 又带来了什麼

若是不曾走过 怎麼懂

当时奋不顾身伸出我的手

看见了轮廓就当作宇宙

甜美的习惯变成生活 才了解了什麼

如今故事发展成就一个我

学会了生活能享受寂寞

剧烈的语言变成温柔 又带来了什麼

若是不曾走过 怎麼懂

"
s1025,"

这一路 翻阅了 喜与悲 是与非

一双眼 看过许多变迁

有时候 我也会 觉得有一些累

一瞬间 怀疑身边一切

隐形翅膀 带着我幻想

掠过那绝望 找希望

你的力量 却是我身上 真实的飞翔

带着我抵挡 曾受过的伤

每一个孤单的晚上

我们是彼此 有形的翅膀 学着更坚强

这一路 经历了 爱与恨 错与对

一句话 很难说得完全

有时候 我也会 想要掉一些泪

哭完了  再站起来面对

隐形翅膀 带着我幻想

掠过那绝望 找希望

你的力量 却是我身上 真实的飞翔

带着我抵挡 曾受过的伤

每一个孤独的晚上

我们是彼此 有形的翅膀 学着更坚强

我曾害怕 所以我懂得

难免会沮丧的摸样

我受过伤 所以更渴望 美丽的飞翔

你在我身旁 陪我勇敢唱

像一个保护着我的家

我们是彼此 有形的翅膀 飞进了坚强

真实的翅膀 擦去那泪光

还记得梦想！

"
s1026,"




每次你总

说带我走

某个角落

就你和我

这次你却

说要我走

交叉路口

各自生活

像土壤离开花的迷惑

像天空遗弃雨的汹涌

在你的身后

计算的步伐每个背影每个场景

都有发过的梦

带我走 到遥远的以后

带走我 一个人自转的寂寞

带我走 就算我的爱 你的自由

都将成为泡沫

我不怕 带我走

每次你总 说一起走

彼此温柔 从此以后

这次你却 独自远走

保持沉默 不皱眉头

像土壤离开花的迷惑

像天空遗弃雨的汹涌

在你的身后

计算的步伐每个背影每个场景

都有发过的梦

带我走 到遥远的以后

带走我 一个人自转的寂寞

带我走 就算我的爱 你的自由

都将成为泡沫

我不怕 带我走

白马溜过漆黑尽头

潮汐袭来浪花颤动

凝在海岸结成了墨 哦

蔷薇刺穿草原气球

邮差传来一地冷漠

刻在心中拍打着脉搏

带我走 到遥远的以后

带走我 一个人自转的寂寞

带我走 就算我的爱 你的自由

都将成为泡沫

我不怕 带我走

带我走 到遥远的以后

带走我 一个人自转的寂寞

带我走 就算我的爱 你的自由

都将成为泡沫

带我走

"
s1027,"




开了灯 眼前的模样

偌大的房 寂寞的床

关了灯 全都一个样

心里的伤 无法分享

生命 随年月流去

随白发老去

随着你离去

快乐渺无音讯

随往事淡去

随梦境睡去

随麻痹的心逐渐远去

我好想你 好想你

却不露痕迹

我还踮着脚思念

我还任记忆盘旋

我还闭着眼流泪

我还装作无所谓

我好想你 好想你

却欺骗自己

开了灯 眼前的模样

偌大的房 寂寞的床

关了灯 全都一个样

心里的伤 无法分享

生命 随年月流去

随白发老去

随着你离去

快乐渺无音讯

随往事淡去

随梦境睡去

随麻痹的心逐渐远去

我好想你 好想你

却不露痕迹

我还踮着脚思念

我还任记忆盘旋

我还闭着眼流泪

我还装作无所谓

我好想你 好想你

却欺骗自己

我好想你 好想你

就当作秘密

我好想你

好想你

就深藏在

心

"
s1028,"

心属于你的

我借来寄托

却变成我的心魔

你属于谁的

我刚好经过

却带来潮起潮落

都是因为一路上 一路上

大雨曾经滂沱

证明你有来过

可是当我闭上眼 再睁开眼

只看见沙漠

哪里有什么骆驼

背影是真的人是假的

没什么执着

一百年前你不是你我不是我

悲哀是真的泪是假的

没什么因果

一百年后没有你也没有我

风属于天的

我借来吹吹

却吹起人间烟火

天 属于谁的

我借来欣赏

却看到你的轮廓

都是因为一路上

一路上

大雨曾经滂沱

证明我有来过

可是当我闭上眼 再睁开眼

只看见沙漠

哪里有什么骆驼

背影是真的人是假的

没什么执着

一百年前你不是你我不是我

悲哀是真的泪是假的

本来没因果

一百年后没有你也没有我

Oh

背影是真的人是假的

没什么执着

一百年前你不是你我不是我

悲哀是真的泪是假的

本来没因果

一百年后没有你也没有我

背影是真的人是假的

没什么执着

一百年前你不是你我不是我

悲哀是真的泪是假的

本来没因果

一百年后没有你也没有我

"
s1029,"

没有不会谢的花

没有不会退的浪

没有不会暗的光

你在烦恼什么吗

没有不会淡的疤

没有不会好的伤

没有不会停下来的绝望

你在忧郁什么啊

时间从来不回答

生命从来不喧哗

就算只有片刻

我也不害怕

是片刻组成永恒哪 ~

没有不会谢的花

没有不会退的浪

没有不会暗的光

你在烦恼什么吗

没有不会淡的疤

没有不会好的伤

没有不会停下来的绝望

你在忧郁什么啊 ~

时间从来不回答

生命从来不喧哗

就算只有片刻

我也不害怕

是片刻组成永恒哪 耶 ~

时间从来不回答

生命从来不喧哗 耶 ~

就算只有片刻 我也不害怕

是片刻组成永恒哪 ~

就算只有片刻

我也不害怕

片刻组成永恒哪 ~

"
s1030,"


Look at the stars

Look how they shine for you

And lost of thing you do

很想知道你近况

我听人说 倒不如你对我讲

经过那段遗憾

请你放心 我变得更加坚强

世界不管怎样荒凉

爱过你就不怕孤单

我最亲爱的 你过的怎么样

没我的日子 你别来无恙

依然亲爱的 我没让你失望

让我亲一亲 像过去一样

我想你一定喜欢 现在的我

学会了你最爱的开朗

想起你的模样

有什么错 还不能够被原谅

世界不管怎样荒凉

爱过你就不怕孤单

我最亲爱的 你过的怎么样

没我的日子 你别来无恙

依然亲爱的 我没让你失望

让我亲一亲 像朋友一样

虽然离开了你的时间

比一起还漫长 我们总能补偿

因为中间空白的时光

如果还能分享 也是一种浪漫

关系虽然不再一样

关心却怎么能说断就断

我最亲爱的 你过的怎么样

没我的日子 你别来无恙

依然亲爱的 我没让你失望

让我亲一亲 像亲人一样

我最亲爱的 你过的怎么样

没我的日子 你别来无恙

依然亲爱的 我没让你失望

让我亲一亲 像过去一样

Do you know

Do you know I love you so

Do you know I love you so

"
